"","CVE","NOM_MUN","total","covid","covid_1"
"1935","26065","Tubutama",0,NA,"0 casos"
"1936","26064","Trincheras",0,NA,"0 casos"
"1937","26063","Tepache",0,0,"0 casos"
"1938","26062","Suaqui Grande",0,NA,"0 casos"
"1939","26061","Soyopa",0,NA,"0 casos"
"1940","26060","Sáric",3,NA,"Uno o más casos"
"1941","26059","Santa Cruz",0,NA,"0 casos"
"1942","26058","Santa Ana",0,NA,"0 casos"
"1943","26057","San Pedro de la Cueva",0,NA,"0 casos"
"1944","26056","San Miguel de Horcasitas",0,NA,"0 casos"
"1945","26054","San Javier",0,0,"0 casos"
"1946","26053","San Felipe de Jesús",0,0,"0 casos"
"1947","26052","Sahuaripa",0,NA,"0 casos"
"1948","26051","Rosario",0,NA,"0 casos"
"1949","26055","San Luis Río Colorado",137,NA,"Uno o más casos"
"1950","26029","Guaymas",21,NA,"Uno o más casos"
"1951","26030","Hermosillo",181,NA,"Uno o más casos"
"1952","27013","Nacajuca",115,NA,"Uno o más casos"
"1953","27008","Huimanguillo",46,NA,"Uno o más casos"
"1954","27007","Emiliano Zapata",7,NA,"Uno o más casos"
"1955","27011","Jonuta",2,NA,"Uno o más casos"
"1956","27014","Paraíso",64,NA,"Uno o más casos"
"1957","27002","Cárdenas",110,NA,"Uno o más casos"
"1958","27006","Cunduacán",60,NA,"Uno o más casos"
"1959","27010","Jalpa de Méndez",55,NA,"Uno o más casos"
"1960","27017","Tenosique",8,NA,"Uno o más casos"
"1961","27016","Teapa",17,NA,"Uno o más casos"
"1962","27009","Jalapa",40,NA,"Uno o más casos"
"1963","27003","Centla",30,NA,"Uno o más casos"
"1964","27001","Balancán",7,NA,"Uno o más casos"
"1965","27015","Tacotalpa",14,NA,"Uno o más casos"
"1966","27012","Macuspana",69,NA,"Uno o más casos"
"1967","27005","Comalcalco",93,NA,"Uno o más casos"
"1968","27004","Centro",1139,NA,"Uno o más casos"
"1969","28038","Tampico",137,NA,"Uno o más casos"
"1970","28003","Altamira",34,NA,"Uno o más casos"
"1971","28009","Ciudad Madero",115,NA,"Uno o más casos"
"1972","28024","Mier",0,0,"0 casos"
"1973","28014","Guerrero",0,NA,"0 casos"
"1974","28025","Miguel Alemán",0,NA,"0 casos"
"1975","28007","Camargo",1,NA,"Uno o más casos"
"1976","28015","Gustavo Díaz Ordaz",0,NA,"0 casos"
"1977","28032","Reynosa",65,NA,"Uno o más casos"
"1978","28023","Méndez",0,NA,"0 casos"
"1979","28005","Burgos",0,NA,"0 casos"
"1980","28034","San Carlos",0,NA,"0 casos"
"1981","28020","Mainero",0,NA,"0 casos"
"1982","28042","Villagrán",0,NA,"0 casos"
"1983","28016","Hidalgo",0,NA,"0 casos"
"1984","28013","Güémez",2,NA,"Uno o más casos"
"1985","28017","Jaumave",0,NA,"0 casos"
"1986","28026","Miquihuana",0,0,"0 casos"
"1987","28006","Bustamante",0,NA,"0 casos"
"1988","28039","Tula",4,NA,"Uno o más casos"
"1989","28029","Ocampo",0,NA,"0 casos"
"1990","28028","Nuevo Morelos",0,NA,"0 casos"
"1991","28004","Antiguo Morelos",0,NA,"0 casos"
"1992","28021","El Mante",13,NA,"Uno o más casos"
"1993","28012","González",1,NA,"Uno o más casos"
"1994","28027","Nuevo Laredo",69,NA,"Uno o más casos"
"1995","28041","Victoria",139,NA,"Uno o más casos"
"1996","28008","Casas",0,NA,"0 casos"
"1997","28019","Llera",0,NA,"0 casos"
"1998","28001","Abasolo",0,NA,"0 casos"
"1999","28002","Aldama",4,NA,"Uno o más casos"
"2000","28010","Cruillas",0,0,"0 casos"
"2001","28018","Jiménez",0,NA,"0 casos"
"2002","28037","Soto la Marina",1,NA,"Uno o más casos"
"2003","28040","Valle Hermoso",1,NA,"Uno o más casos"
"2004","28036","San Nicolás",0,0,"0 casos"
"2005","28031","Palmillas",0,NA,"0 casos"
"2006","28035","San Fernando",0,NA,"0 casos"
"2007","28043","Xicoténcatl",7,NA,"Uno o más casos"
"2008","28011","Gómez Farías",1,NA,"Uno o más casos"
"2009","28030","Padilla",1,NA,"Uno o más casos"
"2010","28022","Matamoros",173,NA,"Uno o más casos"
"2011","28033","Río Bravo",19,NA,"Uno o más casos"
"2012","29002","Apetatitlán de Antonio Carvajal",3,NA,"Uno o más casos"
"2013","29003","Atlangatepec",3,NA,"Uno o más casos"
"2014","29004","Atltzayanca",1,NA,"Uno o más casos"
"2015","29005","Apizaco",31,NA,"Uno o más casos"
"2016","29006","Calpulalpan",18,NA,"Uno o más casos"
"2017","29007","El Carmen Tequexquitla",1,NA,"Uno o más casos"
"2018","29008","Cuapiaxtla",3,NA,"Uno o más casos"
"2019","29009","Cuaxomulco",1,NA,"Uno o más casos"
"2020","29010","Chiautempan",19,NA,"Uno o más casos"
"2021","29011","Muñoz de Domingo Arenas",0,NA,"0 casos"
"2022","29012","Españita",0,NA,"0 casos"
"2023","29013","Huamantla",24,NA,"Uno o más casos"
"2024","29014","Hueyotlipan",18,NA,"Uno o más casos"
"2025","29015","Ixtacuixtla de Mariano Matamoros",8,NA,"Uno o más casos"
"2026","29016","Ixtenco",2,NA,"Uno o más casos"
"2027","29017","Mazatecochco de José María Morelos",3,NA,"Uno o más casos"
"2028","29018","Contla de Juan Cuamatzi",9,NA,"Uno o más casos"
"2029","29019","Tepetitla de Lardizábal",6,NA,"Uno o más casos"
"2030","29021","Nanacamilpa de Mariano Arista",4,NA,"Uno o más casos"
"2031","29022","Acuamanala de Miguel Hidalgo",0,NA,"0 casos"
"2032","29023","Natívitas",7,NA,"Uno o más casos"
"2033","29024","Panotla",11,NA,"Uno o más casos"
"2034","29025","San Pablo del Monte",16,NA,"Uno o más casos"
"2035","29026","Santa Cruz Tlaxcala",6,NA,"Uno o más casos"
"2036","29027","Tenancingo",3,NA,"Uno o más casos"
"2037","29028","Teolocholco",7,NA,"Uno o más casos"
"2038","29029","Tepeyanco",7,NA,"Uno o más casos"
"2039","29030","Terrenate",1,NA,"Uno o más casos"
"2040","29031","Tetla de la Solidaridad",10,NA,"Uno o más casos"
"2041","29032","Tetlatlahuca",4,NA,"Uno o más casos"
"2042","29033","Tlaxcala",53,NA,"Uno o más casos"
"2043","29034","Tlaxco",10,NA,"Uno o más casos"
"2044","29035","Tocatlán",1,NA,"Uno o más casos"
"2045","29036","Totolac",3,NA,"Uno o más casos"
"2046","29037","Ziltlaltépec de Trinidad Sánchez Santos",5,NA,"Uno o más casos"
"2047","29038","Tzompantepec",1,NA,"Uno o más casos"
"2048","29039","Xaloztoc",3,NA,"Uno o más casos"
"2049","29040","Xaltocan",2,NA,"Uno o más casos"
"2050","29041","Papalotla de Xicohténcatl",8,NA,"Uno o más casos"
"2051","29042","Xicohtzinco",8,NA,"Uno o más casos"
"2052","29043","Yauhquemehcan",13,NA,"Uno o más casos"
"2053","29044","Zacatelco",23,NA,"Uno o más casos"
"2054","29045","Benito Juárez",0,NA,"0 casos"
"2055","29046","Emiliano Zapata",1,NA,"Uno o más casos"
"2056","29047","Lázaro Cárdenas",0,NA,"0 casos"
"2057","29048","La Magdalena Tlaltelulco",2,NA,"Uno o más casos"
"2058","29049","San Damián Texóloc",1,NA,"Uno o más casos"
"2059","29050","San Francisco Tetlanohcan",3,NA,"Uno o más casos"
"2060","29051","San Jerónimo Zacualpan",2,NA,"Uno o más casos"
"2061","29052","San José Teacalco",1,NA,"Uno o más casos"
"2062","29053","San Juan Huactzinco",2,NA,"Uno o más casos"
"2063","29054","San Lorenzo Axocomanitla",5,NA,"Uno o más casos"
"2064","29055","San Lucas Tecopilco",1,NA,"Uno o más casos"
"2065","29056","Santa Ana Nopalucan",9,NA,"Uno o más casos"
"2066","29057","Santa Apolonia Teacalco",0,NA,"0 casos"
"2067","29058","Santa Catarina Ayometla",4,NA,"Uno o más casos"
"2068","29059","Santa Cruz Quilehtla",1,NA,"Uno o más casos"
"2069","29060","Santa Isabel Xiloxoxtla",8,NA,"Uno o más casos"
"2070","29020","Sanctórum de Lázaro Cárdenas",0,NA,"0 casos"
"2071","29001","Amaxac de Guerrero",2,NA,"Uno o más casos"
"2072","30001","Acajete",0,NA,"0 casos"
"2073","30002","Acatlán",0,NA,"0 casos"
"2074","30003","Acayucan",7,NA,"Uno o más casos"
"2075","30004","Actopan",1,NA,"Uno o más casos"
"2076","30005","Acula",1,NA,"Uno o más casos"
"2077","30006","Acultzingo",0,NA,"0 casos"
"2078","30007","Camarón de Tejeda",0,NA,"0 casos"
"2079","30008","Alpatláhuac",0,NA,"0 casos"
"2080","30009","Alto Lucero de Gutiérrez Barrios",0,NA,"0 casos"
"2081","30010","Altotonga",0,NA,"0 casos"
"2082","30011","Alvarado",17,NA,"Uno o más casos"
"2083","30012","Amatitlán",1,NA,"Uno o más casos"
"2084","30013","Naranjos Amatlán",1,NA,"Uno o más casos"
"2085","30014","Amatlán de los Reyes",4,NA,"Uno o más casos"
"2086","30015","Angel R. Cabada",4,NA,"Uno o más casos"
"2087","30016","La Antigua",9,NA,"Uno o más casos"
"2088","30017","Apazapan",0,NA,"0 casos"
"2089","30018","Aquila",0,NA,"0 casos"
"2090","30019","Astacinga",0,0,"0 casos"
"2091","30020","Atlahuilco",0,NA,"0 casos"
"2092","30021","Atoyac",0,NA,"0 casos"
"2093","30022","Atzacan",1,NA,"Uno o más casos"
"2094","30023","Atzalan",1,NA,"Uno o más casos"
"2095","30024","Tlaltetela",0,NA,"0 casos"
"2096","30025","Ayahualulco",4,NA,"Uno o más casos"
"2097","30026","Banderilla",0,NA,"0 casos"
"2098","30027","Benito Juárez",0,NA,"0 casos"
"2099","30028","Boca del Río",87,NA,"Uno o más casos"
"2100","30029","Calcahualco",0,NA,"0 casos"
"2101","30030","Camerino Z. Mendoza",0,NA,"0 casos"
"2102","30031","Carrillo Puerto",1,NA,"Uno o más casos"
"2103","30032","Catemaco",1,NA,"Uno o más casos"
"2104","30033","Cazones de Herrera",4,NA,"Uno o más casos"
"2105","30034","Cerro Azul",5,NA,"Uno o más casos"
"2106","30035","Citlaltépetl",0,0,"0 casos"
"2107","30036","Coacoatzintla",1,NA,"Uno o más casos"
"2108","30037","Coahuitlán",0,NA,"0 casos"
"2109","30038","Coatepec",3,NA,"Uno o más casos"
"2110","30039","Coatzacoalcos",227,NA,"Uno o más casos"
"2111","30040","Coatzintla",10,NA,"Uno o más casos"
"2112","30041","Coetzala",0,NA,"0 casos"
"2113","30042","Colipa",0,NA,"0 casos"
"2114","30043","Comapa",0,NA,"0 casos"
"2115","30044","Córdoba",18,NA,"Uno o más casos"
"2116","30045","Cosamaloapan de Carpio",13,NA,"Uno o más casos"
"2117","30046","Cosautlán de Carvajal",0,NA,"0 casos"
"2118","30047","Coscomatepec",1,NA,"Uno o más casos"
"2119","30048","Cosoleacaque",25,NA,"Uno o más casos"
"2120","30049","Cotaxtla",0,NA,"0 casos"
"2121","30050","Coxquihui",0,NA,"0 casos"
"2122","30051","Coyutla",2,NA,"Uno o más casos"
"2123","30052","Cuichapa",0,NA,"0 casos"
"2124","30053","Cuitláhuac",3,NA,"Uno o más casos"
"2125","30054","Chacaltianguis",1,NA,"Uno o más casos"
"2126","30055","Chalma",1,NA,"Uno o más casos"
"2127","30056","Chiconamel",0,NA,"0 casos"
"2128","30057","Chiconquiaco",1,NA,"Uno o más casos"
"2129","30058","Chicontepec",0,NA,"0 casos"
"2130","30059","Chinameca",1,NA,"Uno o más casos"
"2131","30060","Chinampa de Gorostiza",1,NA,"Uno o más casos"
"2132","30061","Las Choapas",3,NA,"Uno o más casos"
"2133","30062","Chocamán",0,NA,"0 casos"
"2134","30063","Chontla",0,NA,"0 casos"
"2135","30064","Chumatlán",0,NA,"0 casos"
"2136","30065","Emiliano Zapata",6,NA,"Uno o más casos"
"2137","30066","Espinal",0,NA,"0 casos"
"2138","30067","Filomeno Mata",0,NA,"0 casos"
"2139","30068","Fortín",11,NA,"Uno o más casos"
"2140","30069","Gutiérrez Zamora",2,NA,"Uno o más casos"
"2141","30070","Hidalgotitlán",0,NA,"0 casos"
"2142","30071","Huatusco",1,NA,"Uno o más casos"
"2143","30072","Huayacocotla",1,NA,"Uno o más casos"
"2144","30073","Hueyapan de Ocampo",1,NA,"Uno o más casos"
"2145","30074","Huiloapan de Cuauhtémoc",0,NA,"0 casos"
"2146","30075","Ignacio de la Llave",0,NA,"0 casos"
"2147","30076","Ilamatlán",0,NA,"0 casos"
"2148","30077","Isla",5,NA,"Uno o más casos"
"2149","30078","Ixcatepec",0,NA,"0 casos"
"2150","30079","Ixhuacán de los Reyes",0,NA,"0 casos"
"2151","30080","Ixhuatlán del Café",1,NA,"Uno o más casos"
"2152","30081","Ixhuatlancillo",0,NA,"0 casos"
"2153","30082","Ixhuatlán del Sureste",1,NA,"Uno o más casos"
"2154","30083","Ixhuatlán de Madero",2,NA,"Uno o más casos"
"2155","30084","Ixmatlahuacan",0,NA,"0 casos"
"2156","30085","Ixtaczoquitlán",7,NA,"Uno o más casos"
"2157","30086","Jalacingo",2,NA,"Uno o más casos"
"2158","30087","Xalapa",24,NA,"Uno o más casos"
"2159","30088","Jalcomulco",0,NA,"0 casos"
"2160","30089","Jáltipan",7,NA,"Uno o más casos"
"2161","30090","Jamapa",2,NA,"Uno o más casos"
"2162","30091","Jesús Carranza",0,NA,"0 casos"
"2163","30092","Xico",0,NA,"0 casos"
"2164","30093","Jilotepec",0,NA,"0 casos"
"2165","30094","Juan Rodríguez Clara",0,NA,"0 casos"
"2166","30095","Juchique de Ferrer",0,NA,"0 casos"
"2167","30096","Landero y Coss",0,NA,"0 casos"
"2168","30097","Lerdo de Tejada",3,NA,"Uno o más casos"
"2169","30098","Magdalena",1,NA,"Uno o más casos"
"2170","30099","Maltrata",2,NA,"Uno o más casos"
"2171","30100","Manlio Fabio Altamirano",1,NA,"Uno o más casos"
"2172","30101","Mariano Escobedo",3,NA,"Uno o más casos"
"2173","30102","Martínez de la Torre",7,NA,"Uno o más casos"
"2174","30103","Mecatlán",0,NA,"0 casos"
"2175","30104","Mecayapan",0,NA,"0 casos"
"2176","30105","Medellín",17,NA,"Uno o más casos"
"2177","30106","Miahuatlán",1,NA,"Uno o más casos"
"2178","30107","Las Minas",0,0,"0 casos"
"2179","30108","Minatitlán",60,NA,"Uno o más casos"
"2180","30109","Misantla",7,NA,"Uno o más casos"
"2181","30110","Mixtla de Altamirano",0,0,"0 casos"
"2182","30111","Moloacán",0,NA,"0 casos"
"2183","30112","Naolinco",0,NA,"0 casos"
"2184","30113","Naranjal",0,NA,"0 casos"
"2185","30114","Nautla",0,NA,"0 casos"
"2186","30115","Nogales",2,NA,"Uno o más casos"
"2187","30116","Oluta",2,NA,"Uno o más casos"
"2188","30117","Omealca",0,NA,"0 casos"
"2189","30118","Orizaba",18,NA,"Uno o más casos"
"2190","30119","Otatitlán",0,NA,"0 casos"
"2191","30120","Oteapan",2,NA,"Uno o más casos"
"2192","30121","Ozuluama de Mascareñas",0,NA,"0 casos"
"2193","30122","Pajapan",1,NA,"Uno o más casos"
"2194","30123","Pánuco",1,NA,"Uno o más casos"
"2195","30124","Papantla",15,NA,"Uno o más casos"
"2196","30125","Paso del Macho",2,NA,"Uno o más casos"
"2197","30126","Paso de Ovejas",0,NA,"0 casos"
"2198","30127","La Perla",1,NA,"Uno o más casos"
"2199","30128","Perote",6,NA,"Uno o más casos"
"2200","30129","Platón Sánchez",0,NA,"0 casos"
"2201","30130","Playa Vicente",0,NA,"0 casos"
"2202","30131","Poza Rica de Hidalgo",131,NA,"Uno o más casos"
"2203","30132","Las Vigas de Ramírez",0,NA,"0 casos"
"2204","30133","Pueblo Viejo",1,NA,"Uno o más casos"
"2205","30134","Puente Nacional",2,NA,"Uno o más casos"
"2206","30135","Rafael Delgado",1,NA,"Uno o más casos"
"2207","30136","Rafael Lucio",0,NA,"0 casos"
"2208","30137","Los Reyes",0,0,"0 casos"
"2209","30138","Río Blanco",2,NA,"Uno o más casos"
"2210","30139","Saltabarranca",1,NA,"Uno o más casos"
"2211","30140","San Andrés Tenejapan",0,NA,"0 casos"
"2212","30141","San Andrés Tuxtla",10,NA,"Uno o más casos"
"2213","30142","San Juan Evangelista",0,NA,"0 casos"
"2214","30143","Santiago Tuxtla",8,NA,"Uno o más casos"
"2215","30144","Sayula de Alemán",1,NA,"Uno o más casos"
"2216","30145","Soconusco",0,NA,"0 casos"
"2217","30146","Sochiapa",0,NA,"0 casos"
"2218","30147","Soledad Atzompa",1,NA,"Uno o más casos"
"2219","30148","Soledad de Doblado",1,NA,"Uno o más casos"
"2220","30149","Soteapan",0,NA,"0 casos"
"2221","30150","Tamalín",0,NA,"0 casos"
"2222","30151","Tamiahua",2,NA,"Uno o más casos"
"2223","30152","Tampico Alto",0,NA,"0 casos"
"2224","30153","Tancoco",0,NA,"0 casos"
"2225","30154","Tantima",0,NA,"0 casos"
"2226","30155","Tantoyuca",1,NA,"Uno o más casos"
"2227","30156","Tatatila",0,0,"0 casos"
"2228","30157","Castillo de Teayo",0,NA,"0 casos"
"2229","30158","Tecolutla",0,NA,"0 casos"
"2230","30159","Tehuipango",0,NA,"0 casos"
"2231","30160","Álamo Temapache",1,NA,"Uno o más casos"
"2232","30161","Tempoal",0,NA,"0 casos"
"2233","30162","Tenampa",0,NA,"0 casos"
"2234","30163","Tenochtitlán",0,NA,"0 casos"
"2235","30164","Teocelo",0,NA,"0 casos"
"2236","30165","Tepatlaxco",0,NA,"0 casos"
"2237","30166","Tepetlán",0,NA,"0 casos"
"2238","30167","Tepetzintla",0,NA,"0 casos"
"2239","30168","Tequila",0,NA,"0 casos"
"2240","30169","José Azueta",4,NA,"Uno o más casos"
"2241","30170","Texcatepec",0,NA,"0 casos"
"2242","30171","Texhuacán",0,0,"0 casos"
"2243","30172","Texistepec",0,NA,"0 casos"
"2244","30173","Tezonapa",1,NA,"Uno o más casos"
"2245","30174","Tierra Blanca",11,NA,"Uno o más casos"
"2246","30175","Tihuatlán",11,NA,"Uno o más casos"
"2247","30176","Tlacojalpan",0,NA,"0 casos"
"2248","30177","Tlacolulan",0,NA,"0 casos"
"2249","30178","Tlacotalpan",4,NA,"Uno o más casos"
"2250","30179","Tlacotepec de Mejía",0,NA,"0 casos"
"2251","30180","Tlachichilco",0,NA,"0 casos"
"2252","30181","Tlalixcoyan",0,NA,"0 casos"
"2253","30182","Tlalnelhuayocan",1,NA,"Uno o más casos"
"2254","30183","Tlapacoyan",0,NA,"0 casos"
"2255","30184","Tlaquilpa",0,0,"0 casos"
"2256","30185","Tlilapan",0,NA,"0 casos"
"2257","30186","Tomatlán",0,NA,"0 casos"
"2258","30187","Tonayán",0,NA,"0 casos"
"2259","30188","Totutla",1,NA,"Uno o más casos"
"2260","30189","Tuxpan",18,NA,"Uno o más casos"
"2261","30190","Tuxtilla",0,NA,"0 casos"
"2262","30191","Ursulo Galván",3,NA,"Uno o más casos"
"2263","30192","Vega de Alatorre",1,NA,"Uno o más casos"
"2264","30193","Veracruz",566,NA,"Uno o más casos"
"2265","30194","Villa Aldama",0,NA,"0 casos"
"2266","30195","Xoxocotla",0,NA,"0 casos"
"2267","30196","Yanga",2,NA,"Uno o más casos"
"2268","30197","Yecuatla",0,NA,"0 casos"
"2269","30198","Zacualpan",0,NA,"0 casos"
"2270","30199","Zaragoza",0,NA,"0 casos"
"2271","30200","Zentla",0,NA,"0 casos"
"2272","30201","Zongolica",0,NA,"0 casos"
"2273","30202","Zontecomatlán de López y Fuentes",0,NA,"0 casos"
"2274","30203","Zozocolco de Hidalgo",0,NA,"0 casos"
"2275","30204","Agua Dulce",8,NA,"Uno o más casos"
"2276","30205","El Higo",0,NA,"0 casos"
"2277","30206","Nanchital de Lázaro Cárdenas del Río",13,NA,"Uno o más casos"
"2278","30207","Tres Valles",2,NA,"Uno o más casos"
"2279","30208","Carlos A. Carrillo",1,NA,"Uno o más casos"
"2280","30209","Tatahuicapan de Juárez",0,NA,"0 casos"
"2281","30210","Uxpanapa",1,NA,"Uno o más casos"
"2282","30211","San Rafael",1,NA,"Uno o más casos"
"2283","30212","Santiago Sochiapan",0,0,"0 casos"
"2284","31021","Chichimilá",1,NA,"Uno o más casos"
"2285","31023","Chocholá",6,NA,"Uno o más casos"
"2286","31069","Sotuta",0,NA,"0 casos"
"2287","31068","Sinanché",2,NA,"Uno o más casos"
"2288","31067","Seyé",4,NA,"Uno o más casos"
"2289","31066","Santa Elena",0,NA,"0 casos"
"2290","31065","San Felipe",0,NA,"0 casos"
"2291","31064","Sanahcat",4,NA,"Uno o más casos"
"2292","31063","Samahil",3,NA,"Uno o más casos"
"2293","31061","Río Lagartos",0,NA,"0 casos"
"2294","31060","Quintana Roo",0,NA,"0 casos"
"2295","31058","Peto",2,NA,"Uno o más casos"
"2296","31057","Panabá",1,NA,"Uno o más casos"
"2297","31055","Opichén",4,NA,"Uno o más casos"
"2298","31054","Muxupip",4,NA,"Uno o más casos"
"2299","31053","Muna",3,NA,"Uno o más casos"
"2300","31051","Mocochá",1,NA,"Uno o más casos"
"2301","31049","Mayapán",0,NA,"0 casos"
"2302","31048","Maxcanú",16,NA,"Uno o más casos"
"2303","31045","Kopomá",5,NA,"Uno o más casos"
"2304","31044","Kinchil",7,NA,"Uno o más casos"
"2305","31043","Kaua",2,NA,"Uno o más casos"
"2306","31042","Kantunil",1,NA,"Uno o más casos"
"2307","31040","Izamal",7,NA,"Uno o más casos"
"2308","31039","Ixil",0,NA,"0 casos"
"2309","31038","Hunucmá",23,NA,"Uno o más casos"
"2310","31037","Huhí",2,NA,"Uno o más casos"
"2311","31035","Hoctún",0,NA,"0 casos"
"2312","31034","Hocabá",5,NA,"Uno o más casos"
"2313","31032","Espita",5,NA,"Uno o más casos"
"2314","31031","Dzoncauich",0,0,"0 casos"
"2315","31030","Dzitás",1,NA,"Uno o más casos"
"2316","31029","Dzilam González",0,NA,"0 casos"
"2317","31027","Dzidzantún",2,NA,"Uno o más casos"
"2318","31026","Dzemul",0,NA,"0 casos"
"2319","31025","Dzán",0,NA,"0 casos"
"2320","31024","Chumayel",1,NA,"Uno o más casos"
"2321","31022","Chikindzonot",5,NA,"Uno o más casos"
"2322","31020","Chicxulub Pueblo",0,NA,"0 casos"
"2323","31019","Chemax",4,NA,"Uno o más casos"
"2324","31018","Chapab",0,NA,"0 casos"
"2325","31017","Chankom",0,NA,"0 casos"
"2326","31016","Chacsinkín",0,NA,"0 casos"
"2327","31106","Yobaín",0,NA,"0 casos"
"2328","31105","Yaxkukul",1,NA,"Uno o más casos"
"2329","31104","Yaxcabá",1,NA,"Uno o más casos"
"2330","31103","Xocchel",2,NA,"Uno o más casos"
"2331","31102","Valladolid",48,NA,"Uno o más casos"
"2332","31100","Ucú",0,NA,"0 casos"
"2333","31099","Uayma",0,NA,"0 casos"
"2334","31098","Tzucacab",0,NA,"0 casos"
"2335","31097","Tunkás",0,NA,"0 casos"
"2336","31096","Tizimín",1,NA,"Uno o más casos"
"2337","31095","Tixpéhual",3,NA,"Uno o más casos"
"2338","31094","Tixmehuac",0,NA,"0 casos"
"2339","31093","Tixkokob",1,NA,"Uno o más casos"
"2340","31092","Tixcacalcupul",1,NA,"Uno o más casos"
"2341","31091","Tinum",2,NA,"Uno o más casos"
"2342","31090","Timucuy",1,NA,"Uno o más casos"
"2343","31089","Ticul",9,NA,"Uno o más casos"
"2344","31088","Teya",1,NA,"Uno o más casos"
"2345","31087","Tetiz",3,NA,"Uno o más casos"
"2346","31086","Tepakán",1,NA,"Uno o más casos"
"2347","31085","Temozón",5,NA,"Uno o más casos"
"2348","31084","Temax",0,NA,"0 casos"
"2349","31082","Telchac Pueblo",0,NA,"0 casos"
"2350","31081","Tekom",1,NA,"Uno o más casos"
"2351","31079","Tekax",11,NA,"Uno o más casos"
"2352","31078","Tekantó",2,NA,"Uno o más casos"
"2353","31077","Tekal de Venegas",0,NA,"0 casos"
"2354","31076","Tecoh",6,NA,"Uno o más casos"
"2355","31075","Teabo",3,NA,"Uno o más casos"
"2356","31074","Tahmek",6,NA,"Uno o más casos"
"2357","31073","Tahdziú",0,NA,"0 casos"
"2358","31072","Suma",0,NA,"0 casos"
"2359","31071","Sudzal",0,NA,"0 casos"
"2360","31070","Sucilá",0,NA,"0 casos"
"2361","31014","Cuncunul",0,NA,"0 casos"
"2362","31013","Conkal",7,NA,"Uno o más casos"
"2363","31012","Cenotillo",1,NA,"Uno o más casos"
"2364","31010","Cantamayec",0,NA,"0 casos"
"2365","31009","Cansahcab",0,NA,"0 casos"
"2366","31008","Calotmul",1,NA,"Uno o más casos"
"2367","31007","Cacalchén",1,NA,"Uno o más casos"
"2368","31006","Buctzotz",1,NA,"Uno o más casos"
"2369","31005","Bokobá",0,NA,"0 casos"
"2370","31004","Baca",3,NA,"Uno o más casos"
"2371","31003","Akil",2,NA,"Uno o más casos"
"2372","31002","Acanceh",4,NA,"Uno o más casos"
"2373","31001","Abalá",1,NA,"Uno o más casos"
"2374","31033","Halachó",6,NA,"Uno o más casos"
"2375","31052","Motul",3,NA,"Uno o más casos"
"2376","31041","Kanasín",31,NA,"Uno o más casos"
"2377","31050","Mérida",529,NA,"Uno o más casos"
"2378","31101","Umán",41,NA,"Uno o más casos"
"2379","31015","Cuzamá",0,NA,"0 casos"
"2380","31036","Homún",3,NA,"Uno o más casos"
"2381","31062","Sacalum",4,NA,"Uno o más casos"
"2382","31056","Oxkutzcab",1,NA,"Uno o más casos"
"2383","31047","Maní",0,NA,"0 casos"
"2384","31083","Telchac Puerto",0,NA,"0 casos"
"2385","31028","Dzilam de Bravo",0,NA,"0 casos"
"2386","31059","Progreso",7,NA,"Uno o más casos"
"2387","31011","Celestún",0,NA,"0 casos"
"2388","31046","Mama",7,NA,"Uno o más casos"
"2389","31080","Tekit",0,NA,"0 casos"
"2390","32051","Villa de Cos",0,NA,"0 casos"
"2391","32029","Miguel Auza",1,NA,"Uno o más casos"
"2392","32056","Zacatecas",35,NA,"Uno o más casos"
"2393","32050","Vetagrande",0,NA,"0 casos"
"2394","32022","Juan Aldama",0,NA,"0 casos"
"2395","32017","Guadalupe",35,NA,"Uno o más casos"
"2396","32049","Valparaíso",0,NA,"0 casos"
"2397","32021","Jiménez del Teul",0,NA,"0 casos"
"2398","32009","Chalchihuites",0,NA,"0 casos"
"2399","32058","Santa María de la Paz",0,NA,"0 casos"
"2400","32048","Tlaltenango de Sánchez Román",0,NA,"0 casos"
"2401","32047","Teúl de González Ortega",0,NA,"0 casos"
"2402","32045","Tepechitlán",5,NA,"Uno o más casos"
"2403","32044","Tabasco",0,NA,"0 casos"
"2404","32034","Nochistlán de Mejía",2,NA,"Uno o más casos"
"2405","32033","Moyahua de Estrada",0,NA,"0 casos"
"2406","32030","Momax",0,NA,"0 casos"
"2407","32028","Mezquital del Oro",0,NA,"0 casos"
"2408","32023","Juchipila",0,NA,"0 casos"
"2409","32019","Jalpa",0,NA,"0 casos"
"2410","32018","Huanusco",0,NA,"0 casos"
"2411","32015","El Plateado de Joaquín Amaro",0,NA,"0 casos"
"2412","32011","Trinidad García de la Cadena",1,NA,"Uno o más casos"
"2413","32004","Benito Juárez",0,NA,"0 casos"
"2414","32003","Atolinga",0,NA,"0 casos"
"2415","32002","Apulco",0,NA,"0 casos"
"2416","32001","Apozol",0,NA,"0 casos"
"2417","32057","Trancoso",2,NA,"Uno o más casos"
"2418","32055","Villanueva",3,NA,"Uno o más casos"
"2419","32054","Villa Hidalgo",1,NA,"Uno o más casos"
"2420","32053","Villa González Ortega",0,NA,"0 casos"
"2421","32052","Villa García",0,NA,"0 casos"
"2422","32046","Tepetongo",7,NA,"Uno o más casos"
"2423","32043","Susticacán",0,NA,"0 casos"
"2424","32042","Sombrerete",2,NA,"Uno o más casos"
